Step Type,Target Page,Step Number,Step Title,Option
Customized Step,WsRepo : PK Assay for 41BBL+IL-15RTP+ RTX-240 in Human Whole Blood Worksheet,23,23,
Customized Step,WsRepo : PK Assay for 41BBL+IL-15RTP+ RTX-240 in Human Whole Blood Worksheet,24,24,
Customized Step,WsRepo : PK Assay for 41BBL+IL-15RTP+ RTX-240 in Human Whole Blood Worksheet,18,18,
Customized Step,WsRepo : PK Assay for 41BBL+IL-15RTP+ RTX-240 in Human Whole Blood Worksheet,18,18,
Customized Step,WsRepo : PK Assay for 41BBL+IL-15RTP+ RTX-240 in Human Whole Blood Worksheet,18,18,
Customized Step,WsRepo : Ramos Cell Thaw worksheet,1,1,
Instructional Step,WsRepo : Ramos Cell Thaw worksheet,2,2,
Instructional Step,WsRepo : Ramos Cell Thaw worksheet,3,3,
Customized Step,WsRepo : Ramos Cell Thaw worksheet,4,4,
Instructional Step,WsRepo : Ramos Medium preparation,1,1,
Instructional Step,WsRepo : Ramos Medium preparation,2,2,
Instructional Step,WsRepo : Ramos Medium preparation,3,3,
Instructional Step,WsRepo : Ramos Medium preparation,4,4,
Customized Step,WsRepo : Ramos Medium preparation,5,5,
Instructional Step,WsRepo : Day 1  {26393504},1,1,
Instructional Step,WsRepo : Day 1  {26393504},2,2,
Instructional Step,WsRepo : Day 1  {26393504},3,3,
Instructional Step,WsRepo : Day 1  {26393504},4,4,
Customized Step,WsRepo : Day 1  {26393504},5,5,
Instructional Step,WsRepo : Day 2  {26393504},1,1,
Customized Step,WsRepo : Day 2  {26393504},2,2,
Instructional Step,WsRepo : Day 2  {26393504},3,3,
Instructional Step,WsRepo : Day 2  {26393504},4,4,
Interval Step,WsRepo : Day 2  {26393504},5,5,Interval Duration
Incubation,WsRepo : Day 2  {26393504},6,6,Interval Duration
Instructional Step,WsRepo : Day 2  {26393504},7,7,
Incubation,WsRepo : Day 2  {26393504},8,8,Interval Duration
Instructional Step,WsRepo : Day 2  {26393504},9,9,
Instructional Step,WsRepo : Day 2  {26393504},10,10,
Instructional Step,WsRepo : Day 2  {26393504},11,11,
Incubation,WsRepo : Day 2  {26393504},12,12,Interval Duration
Instructional Step,WsRepo : Day 2  {26393504},13,13,
Incubation,WsRepo : Day 2  {26393504},14,14,Interval Duration
Instructional Step,WsRepo : Day 2  {26393504},15,15,
Customized Step,WsRepo : Day 2  {26393504},16,16,
Instructional Step,WsRepo : Day 2  {26393504},17,17,
Instructional Step,WsRepo : Day 1    {26393647},1,1,
Instructional Step,WsRepo : Day 1    {26393647},2,2,
Instructional Step,WsRepo : Day 1    {26393647},3,3,
Customized Step,WsRepo : Day 1    {26393647},4,4,
Instructional Step,WsRepo : Worksheet for Detection of Anti-LY2189265 (GLP-Fc) Antibodies in Human Serum Samples,1,1,
Instructional Step,WsRepo : Worksheet for Detection of Anti-LY2189265 (GLP-Fc) Antibodies in Human Serum Samples,2,2,
Instructional Step,WsRepo : Worksheet for Detection of Anti-LY2189265 (GLP-Fc) Antibodies in Human Serum Samples,3,3,
Instructional Step,WsRepo : Worksheet for Detection of Anti-LY2189265 (GLP-Fc) Antibodies in Human Serum Samples,4,4,
Instructional Step,WsRepo : Worksheet for Detection of Anti-LY2189265 (GLP-Fc) Antibodies in Human Serum Samples,5,5,
Instructional Step,WsRepo : Worksheet for Detection of Anti-LY2189265 (GLP-Fc) Antibodies in Human Serum Samples,6,6,
Instructional Step,WsRepo : Worksheet for Detection of Anti-LY2189265 (GLP-Fc) Antibodies in Human Serum Samples,7,7,
Instructional Step,WsRepo : Worksheet for Detection of Anti-LY2189265 (GLP-Fc) Antibodies in Human Serum Samples,8,8,
Interval Step,WsRepo : Worksheet for Detection of Anti-LY2189265 (GLP-Fc) Antibodies in Human Serum Samples,9,9,Interval Duration
Instructional Step,WsRepo : Worksheet for Detection of Anti-LY2189265 (GLP-Fc) Antibodies in Human Serum Samples,10,10,
Customized Step,WsRepo : Procedure - Cell Preparation    {26393647},1,1,
Instructional Step,WsRepo : Procedure - Cell Preparation    {26393647},2,2,
Instructional Step,WsRepo : Procedure - Cell Preparation    {26393647},3,3,
Instructional Step,WsRepo : Procedure - Cell Preparation    {26393647},4,4,
Instructional Step,WsRepo : Procedure - Cell Preparation    {26393647},5,5,
Instructional Step,WsRepo : Procedure - Cell Preparation    {26393647},6,6,
Customized Step,WsRepo : Procedure - Cell Preparation    {26393647},8,8,
Instructional Step,WsRepo : Procedure - Cell Preparation    {26393647},9,9,
Instructional Step,WsRepo : Procedure - Cell Preparation    {26393647},10,10,
Instructional Step,WsRepo : Procedure - Cell Preparation    {26393647},11,11,
Interval Step,WsRepo : Procedure - Cell Preparation    {26393647},12,12,Interval Duration
Instructional Step,WsRepo : Procedure - Cell Preparation    {26393647},13,13,
Instructional Step,WsRepo : Procedure - Cell Preparation    {26393647},14,14,
Incubation,WsRepo : Procedure - Cell Preparation    {26393647},15,15,Interval Duration
Instructional Step,WsRepo : Procedure - Cell Preparation    {26393647},16,16,
Customized Step,WsRepo : Procedure - Cell Preparation    {26393647},7,7,
Customized Step,WsRepo : Procedure - Cell Preparation    {26393647},7,7,
Incubation,WsRepo : Procedure - Cell Preparation    {26393647},15B,15B - Plate 2,Interval Duration
Incubation,WsRepo : Procedure - Cell Preparation    {26393647},15C,15c - Plate 3,Interval Duration
Customized Step,WsRepo : Procedure - Cell Preparation    {26393647},15D,15D - Equipment Info,
Instructional Step,WsRepo : Day 1     {26394024},1,1,
Instructional Step,WsRepo : Day 1     {26394024},2,2,
Instructional Step,WsRepo : Day 1     {26394024},3,3,
Customized Step,WsRepo : Day 1     {26394024},4,4,
Instructional Step,WsRepo : Day 2     {26394024},1,1,
Instructional Step,WsRepo : Day 2     {26394024},2,2,
Instructional Step,WsRepo : Day 2     {26394024},3,3,
Instructional Step,WsRepo : Day 2     {26394024},4,4,
Instructional Step,WsRepo : Day 2     {26394024},5,5,
Instructional Step,WsRepo : Day 2     {26394024},6,6,
Instructional Step,WsRepo : Day 2     {26394024},7,7,
Instructional Step,WsRepo : Day 2     {26394024},8,8,
Interval Step,WsRepo : Day 2     {26394024},9,9,Interval Duration
Instructional Step,WsRepo : Day 2     {26394024},10,10,
Customized Step,WsRepo : Procedure - Cell Preparation     {26394024},1,1,
Instructional Step,WsRepo : Procedure - Cell Preparation     {26394024},2,2,
Instructional Step,WsRepo : Procedure - Cell Preparation     {26394024},3,3,
Instructional Step,WsRepo : Procedure - Cell Preparation     {26394024},4,4,
Instructional Step,WsRepo : Procedure - Cell Preparation     {26394024},5,5,
Instructional Step,WsRepo : Procedure - Cell Preparation     {26394024},6,6,
Customized Step,WsRepo : Procedure - Cell Preparation     {26394024},7,7,
Customized Step,WsRepo : Procedure - Cell Preparation     {26394024},8,8,
Instructional Step,WsRepo : Procedure - Cell Preparation     {26394024},9,9,
Instructional Step,WsRepo : Procedure - Cell Preparation     {26394024},10,10,
Instructional Step,WsRepo : Procedure - Cell Preparation     {26394024},11,11,
Interval Step,WsRepo : Procedure - Cell Preparation     {26394024},12,12,Interval Duration
Instructional Step,WsRepo : Procedure - Cell Preparation     {26394024},13,13,
Instructional Step,WsRepo : Procedure - Cell Preparation     {26394024},14,14,
Incubation,WsRepo : Procedure - Cell Preparation     {26394024},15a,15A - Plate 1,Interval Duration
Incubation,WsRepo : Procedure - Cell Preparation     {26394024},15b,15B - Plate 2,Interval Duration
Incubation,WsRepo : Procedure - Cell Preparation     {26394024},15c,15c - Plate 3,Interval Duration
Customized Step,WsRepo : Procedure - Cell Preparation     {26394024},15d,15D - Equipment Info,
Instructional Step,WsRepo : Procedure - Cell Preparation     {26394024},16,16,
Instructional Step,WsRepo : Receiving {28616632},1,1,
Instructional Step,WsRepo : Receiving {28616632},2,2,
Instructional Step,WsRepo : Receiving {28616632},3,3,
Instructional Step,WsRepo : Receiving {28616632},4,4,
Instructional Step,WsRepo : Receiving {28616632},5,5,
Instructional Step,WsRepo : Receiving {28616632},6,6,
Instructional Step,WsRepo : Receiving {28616632},7,7,
Instructional Step,WsRepo : Receiving {28616632},8,8,
Instructional Step,WsRepo : Receiving {28616632},9,9,
Instructional Step,WsRepo : Receiving {28616632},10,10,
Instructional Step,WsRepo : Accessioning {28616632},1,1,
Instructional Step,WsRepo : Accessioning {28616632},2,2,
Instructional Step,WsRepo : Accessioning {28616632},3,3,
Instructional Step,WsRepo : Accessioning {28616632},4,4,
Instructional Step,WsRepo : Accessioning {28616632},5,5,
Instructional Step,WsRepo : Accessioning {28616632},6,6,
Instructional Step,WsRepo : Accessioning {28616632},7,7,
Instructional Step,WsRepo : Accessioning {28616632},8,8,
Instructional Step,WsRepo : Accessioning {28616632},9,9,
Instructional Step,WsRepo : Accessioning {28616632},10,10,
Instructional Step,WsRepo : Accessioning {28616632},11,11,
Instructional Step,WsRepo : Disposition {28616632},1,1,
Instructional Step,WsRepo : Disposition {28616632},2,2,
Instructional Step,WsRepo : Disposition {28616632},3,3,
Instructional Step,WsRepo : Disposition {28616632},4,4,
Instructional Step,WsRepo : Disposition {28616632},5,5,
Instructional Step,WsRepo : Disposition {28616632},6,6,
Instructional Step,WsRepo : Disposition {28616632},7,7,
Instructional Step,WsRepo : Disposition {28616632},8,8,
Instructional Step,WsRepo : Disposition {28616632},9,9,
Instructional Step,WsRepo : Disposition {28616632},10,10,
Instructional Step,WsRepo : Disposition {28616632},11,11,
Instructional Step,WsRepo : Pharmacy Service {28616632},1,1,
Instructional Step,WsRepo : Pharmacy Service {28616632},2,2,
Instructional Step,WsRepo : Pharmacy Service {28616632},3,3,
Instructional Step,WsRepo : Pharmacy Service {28616632},3,3,
Instructional Step,WsRepo : Pharmacy Service {28616632},4,4,
Instructional Step,WsRepo : Pharmacy Service {28616632},5,5,
Instructional Step,WsRepo : Pharmacy Service {28616632},6,6,
Instructional Step,WsRepo : Pharmacy Service {28616632},7,7,
Customized Step,WsRepo : Receiving {26395813},1,1,
Customized Step,WsRepo : Receiving {26395813},1,1,
Customized Step,WsRepo : Receiving {26395813},2,2,
Customized Step,WsRepo : Receiving {26395813},3,3,
Customized Step,WsRepo : Receiving {26395813},4,4,
Customized Step,WsRepo : Receiving {26395813},5,5,
Customized Step,WsRepo : Receiving {26395813},6,6,
Customized Step,WsRepo : Receiving {26395813},7,7,
Customized Step,WsRepo : Receiving {26395813},8,8,
Customized Step,WsRepo : Receiving {26395813},9,9,
Customized Step,WsRepo : Receiving {26395813},10,10,
Customized Step,WsRepo : Accessioning {26395813},1,1,
Customized Step,WsRepo : Accessioning {26395813},2,2,
Customized Step,WsRepo : Accessioning {26395813},3,3,
Customized Step,WsRepo : Accessioning {26395813},4,4,
Customized Step,WsRepo : Accessioning {26395813},5,5,
Customized Step,WsRepo : Accessioning {26395813},6,6,
Customized Step,WsRepo : Accessioning {26395813},7,7,
Customized Step,WsRepo : Accessioning {26395813},8,8,
Customized Step,WsRepo : Accessioning {26395813},9,9,
Customized Step,WsRepo : Accessioning {26395813},10,10,
Customized Step,WsRepo : Accessioning {26395813},11,11,
Customized Step,WsRepo : Disposition {26395813},1,1,
Customized Step,WsRepo : Disposition {26395813},2,2,
Customized Step,WsRepo : Disposition {26395813},3,3,
Customized Step,WsRepo : Disposition {26395813},4,4,
Customized Step,WsRepo : Disposition {26395813},5,5,
Customized Step,WsRepo : Disposition {26395813},6,6,
Customized Step,WsRepo : Disposition {26395813},7,7,
Customized Step,WsRepo : Disposition {26395813},8,8,
Customized Step,WsRepo : Disposition {26395813},9,9,
Customized Step,WsRepo : Disposition {26395813},10,10,
Customized Step,WsRepo : Pharmacy Service {26395813},1,1,
Customized Step,WsRepo : Pharmacy Service {26395813},2,2,
Customized Step,WsRepo : Pharmacy Service {26395813},3,3,
Customized Step,WsRepo : Pharmacy Service {26395813},4,4,
Customized Step,WsRepo : Pharmacy Service {26395813},5,5,
Customized Step,WsRepo : Pharmacy Service {26395813},6,6,
Customized Step,WsRepo : Pharmacy Service {26395813},7,7,
Customized Step,WsRepo : Accessioning {26395813},9,9,
Instructional Step,WsRepo : Glucagon Cell Maintenance and Expansion Worksheet,1,1,
Instructional Step,WsRepo : Glucagon Cell Maintenance and Expansion Worksheet,2,2,
Customized Step,WsRepo : Glucagon Cell Maintenance and Expansion Worksheet,3,3,
Instructional Step,WsRepo : Glucagon Cell Maintenance and Expansion Worksheet,4,4,
Customized Step,WsRepo : Glucagon Cell Maintenance and Expansion Worksheet,5,5,
Customized Step,WsRepo : Glucagon Cell Maintenance and Expansion Worksheet,6,6,
Customized Step,WsRepo : Glucagon Cell Maintenance and Expansion Worksheet,7,7,
Customized Step,WsRepo : Glucagon Cell Maintenance and Expansion Worksheet,8,8,
Customized Step,WsRepo : Glucagon Cell Maintenance and Expansion Worksheet,9,9,
Customized Step,WsRepo : Glucagon Cell Maintenance and Expansion Worksheet,10,10,
Customized Step,WsRepo : Glucagon Cell Maintenance and Expansion Worksheet,11,11,
Customized Step,WsRepo : Glucagon Cell Maintenance and Expansion Worksheet,12,12,
Instructional Step,WsRepo : Day 3  {26396121},1,1,
Instructional Step,WsRepo : Day 3  {26396121},2,2,
Customized Step,WsRepo : Day 3  {26396121},3,3,
Instructional Step,WsRepo : BAL-20-578-054_UPLEX_With Run Info and Equipment,1,1,
Incubation,WsRepo : BAL-20-578-054_UPLEX_With Run Info and Equipment,2,2,Interval Duration
Instructional Step,WsRepo : BAL-20-578-054_UPLEX_With Run Info and Equipment,3,3,
Incubation,WsRepo : BAL-20-578-054_UPLEX_With Run Info and Equipment,4,4,Interval Duration
Incubation,WsRepo : BAL-20-578-054_UPLEX_With Run Info and Equipment,1,1,Interval Duration
WashProgram Step,WsRepo : BAL-20-578-054_UPLEX_With Run Info and Equipment,2,2,
Instructional Step,WsRepo : BAL-20-578-054_UPLEX_With Run Info and Equipment,3,3,
Incubation,WsRepo : BAL-20-578-054_UPLEX_With Run Info and Equipment,4,4,Interval Duration
WashProgram Step,WsRepo : BAL-20-578-054_UPLEX_With Run Info and Equipment,5,5,
Incubation,WsRepo : BAL-20-578-054_UPLEX_With Run Info and Equipment,6,6,Interval Duration
WashProgram Step,WsRepo : BAL-20-578-054_UPLEX_With Run Info and Equipment,7,7,
Instructional Step,WsRepo : BAL-20-578-054_UPLEX_With Run Info and Equipment,8,8,
Interval Step,WsRepo : Assay Execution - TTI-622 Potency,1,1,No Less than Lower Bound
Incubation,WsRepo : Assay Execution - TTI-622 Potency,2,2,No Greater than Higher Bound
Instructional Step,WsRepo : Assay Execution - TTI-622 Potency,3,3,
Instructional Step,WsRepo : Assay Execution - TTI-622 Potency,4,4,
Instructional Step,WsRepo : Assay Execution - TTI-622 Potency,6,6,
Customized Step,WsRepo : Assay Execution - TTI-622 Potency,5,5,
Customized Step,WsRepo : Assay Execution - TTI-622 Potency,5,5,
Customized Step,WsRepo : Assay Execution - TTI-622 Potency,7,7,
Instructional Step,WsRepo : Assay Execution - TTI-622 Potency,8,8,
Instructional Step,WsRepo : Assay Execution - TTI-622 Potency,9,9,
Customized Step,WsRepo : Assay Execution - TTI-622 Potency,10,10,
Customized Step,WsRepo : Assay Execution - TTI-622 Potency,10,10,
Instructional Step,WsRepo : Assay Execution - TTI-622 Potency,11,11,
Instructional Step,WsRepo : Assay Execution - TTI-622 Potency,12,12,
Customized Step,WsRepo : Assay Execution - TTI-622 Potency,13,13,
Instructional Step,WsRepo : Assay Execution - TTI-622 Potency,14,14,
Customized Step,WsRepo : Assay Execution - TTI-622 Potency,15,15,
Customized Step,WsRepo : Assay Execution - TTI-622 Potency,16,16,
Customized Step,WsRepo : Assay Execution - TTI-622 Potency,17,17,
Instructional Step,WsRepo : Assay Execution - TTI-622 Potency,18,18,
Customized Step,WsRepo : Assay Execution - TTI-622 Potency,19,19,
Customized Step,WsRepo : Assay Execution - TTI-622 Potency,20,20,
Instructional Step,WsRepo : Assay Execution - TTI-622 Potency,21,21,
Customized Step,WsRepo : Assay Execution - TTI-622 Potency,22,22,
Instructional Step,WsRepo : Assay Execution - TTI-622 Potency,23,23,
Customized Step,WsRepo : Assay Execution - TTI-622 Potency,24,24,
Instructional Step,WsRepo : Assay Execution - TTI-622 Potency,25,25,
Instructional Step,WsRepo : Assay Execution - TTI-622 Potency,26,26,
Instructional Step,WsRepo : Assay Execution - TTI-622 Potency,27,27,
Interval Step,WsRepo : Assay Execution - TTI-622 Potency,28,28,Interval Duration
Instructional Step,WsRepo : Assay Execution - TTI-622 Potency,29,29,
Instructional Step,WsRepo : Assay Execution - TTI-622 Potency,30,30,
Interval Step,WsRepo : Assay Execution - TTI-622 Potency,31,31,Interval Duration
Instructional Step,WsRepo : Assay Execution - TTI-622 Potency,32,32,
Instructional Step,WsRepo : Assay Execution - TTI-622 Potency,33,33,
Customized Step,WsRepo : Assay Execution - TTI-622 Potency,34,34,
Instructional Step,WsRepo : Assay Execution - TTI-622 Potency,35,35,
Instructional Step,WsRepo : Assay Execution - TTI-622 Potency,36,36,
Instructional Step,WsRepo : Cell Test Thaw Worksheet for UMUC3-hAMY1R Cells,1,1,
Instructional Step,WsRepo : Cell Test Thaw Worksheet for UMUC3-hAMY1R Cells,2,2,
